Diminished_Seventh_Simultaneity_Prevalence,Diminished_Triad_Simultaneity_Prevalence,Dominant_Seventh_Simultaneity_Prevalence,Ends_With_Landini_Melodic_Contour,Major_Triad_Simultaneity_Prevalence,Minor_Triad_Simultaneity_Prevalence,Most_Common_Note_Quarter_Length,Most_Common_Note_Quarter_Length_Prevalence,Most_Common_Pitch_Class_Set_Simultaneity_Prevalence,Most_Common_Set_Class_Simultaneity_Prevalence,Range_of_Note_Quarter_Lengths,Tonal_Certainty,Triad_Simultaneity_Prevalence,Unique_Note_Quarter_Lengths,Unique_Pitch_Class_Set_Simultaneities,Unique_Set_Class_Simultaneities,Amount_of_Arpeggiation,Average_Melodic_Interval,Average_Note_Duration,Average_Number_of_Independent_Voices,Average_Time_Between_Attacks,Average_Time_Between_Attacks_For_Each_Voice,Average_Variability_of_Time_Between_Attacks_For_Each_Voice,Changes_of_Meter,Chromatic_Motion,Direction_of_Motion,Distance_Between_Most_Common_Melodic_Intervals,Duration,Duration_of_Melodic_Arcs,Importance_of_Bass_Register,Importance_of_High_Register,Importance_of_Middle_Register,Initial_Time_Signature_0,Initial_Time_Signature_1,Interval_Between_Strongest_Pitch_Classes,Variability_of_Number_of_Independent_Voices,Interval_Between_Strongest_Pitches,Maximum_Note_Duration,Variability_of_Time_Between_Attacks,Melodic_Fifths,Melodic_Octaves,Melodic_Thirds,Melodic_Tritones,Minimum_Note_Duration,Most_Common_Melodic_Interval,Most_Common_Melodic_Interval_Prevalence,Most_Common_Pitch_Class,Most_Common_Pitch_Class_Prevalence,Most_Common_Pitch,Most_Common_Pitch_Prevalence,Note_Density,Number_of_Common_Melodic_Intervals,Number_of_Common_Pitches,Pitch_Class_Variety,Pitch_Variety,Primary_Register,Quality,Quintuple_Meter,Range,Relative_Strength_of_Most_Common_Intervals,Relative_Strength_of_Top_Pitch_Classes,Relative_Strength_of_Top_Pitches,Repeated_Notes,Size_of_Melodic_Arcs,Staccato_Incidence,Stepwise_Motion,Triple_Meter,Variability_of_Note_Duration,Grade
0.0,0.03550295857988166,0.0650887573964497,0,0.2603550295857988,0.16568047337278108,1.0,0.4260089686098655,0.08284023668639054,0.1952662721893491,2.6666666666666665,1.386805363543044,0.15976331360946747,6,44,18,0.5844155844155844,4.87012987012987,0.5717488789237651,0.0,0.411111111111111,0.5507948335817188,0.34863930950005034,0,0.12987012987012986,0.4358974358974359,2,68.99999999999999,1.4181818181818182,0.3015463917525773,0.0,0.6984536082474226,4,4,3,0.0,3,1.7999999999999998,0.18425693279752195,0.2597402597402597,0.05194805194805195,0.12987012987012986,0.0,0.19999999999999982,7,0.2597402597402597,7,0.25,64,0.12628865979381443,3.231884057971015,5,2,12,31,58.31185567010309,0,0,41,0.7500000000000001,0.7628865979381443,0.9591836734693877,0.1038961038961039,9.945454545454545,0.0,0.2077922077922078,0,0.3561882024897983,4
0.0,0.0,0.14904679376083188,0,0.5181975736568457,0.0415944540727903,0.5,0.5167958656330749,0.2097053726169844,0.4679376083188908,3.75,1.363382559037705,0.4679376083188908,7,19,10,0.2760416666666667,2.4184027777777777,0.5452196382428941,0.0,0.3732638888888889,0.7338258219954649,0.35182445594965117,1,0.21006944444444445,0.5347758887171561,1,218.5,1.6761658031088082,0.23872679045092837,0.01768346595932803,0.7435897435897436,4,4,5,0.0,7,2.0,0.26331145705838527,0.0,0.0,0.15625,0.0,0.125,2,0.3229166666666667,0,0.20778072502210435,53,0.10875331564986737,3.54233409610984,5,3,8,18,61.259062776304155,0,0,27,0.6505376344086021,0.9446808510638298,0.975609756097561,0.11979166666666667,4.689119170984456,0.0,0.5329861111111112,0,0.4239362925992712,4
0.0,0.0,0.0,0,0.0,0.0,1.0,0.7547169811320755,0.39622641509433965,1.0,3.0,0.8203217746097207,0.0,3,7,1,0.2692307692307692,1.8846153846153846,0.6415094339622641,0.0,0.6153846153846154,0.6153846153846154,0.21066252211737158,0,0.11538461538461539,0.525,2,34.0,2.3529411764705883,0.0,0.0,1.0,4,4,5,0.0,5,2.0,0.21066252211737158,0.019230769230769232,0.0,0.019230769230769232,0.0,0.5,2,0.5,5,0.39622641509433965,65,0.39622641509433965,1.5588235294117647,4,4,7,8,64.86792452830188,0,0,12,0.46153846153846156,0.42857142857142855,0.3333333333333333,0.23076923076923078,5.470588235294118,0.0,0.6153846153846154,0,0.28112574388210076,0
0.0091324200913242,0.0,0.0273972602739726,0,0.1643835616438356,0.1324200913242009,0.5,0.5418060200668896,0.0684931506849315,0.2511415525114155,2.75,1.3082173649550333,0.1278538812785388,7,62,22,0.4072398190045249,3.7058823529411766,0.46555183946488127,0.0,0.363302752293578,0.5200851933041052,0.30333546684607554,0,0.18552036199095023,0.5413223140495868,1,79.8,1.7163120567375887,0.08108108108108109,0.1941031941031941,0.7248157248157249,3,4,5,0.0,2,1.7999999999999998,0.13291754390848237,0.09954751131221719,0.00904977375565611,0.17194570135746606,0.03619909502262444,0.15,2,0.2081447963800905,2,0.16461916461916462,67,0.08845208845208845,3.7468671679198,5,0,12,39,65.86977886977887,0,0,53,0.8913043478260869,0.9552238805970149,0.8888888888888888,0.09954751131221719,6.574468085106383,0.0,0.3936651583710407,1,0.24685434988094657,3
0.0,0.0,0.0,0,0.0,0.0,1.0,0.7580645161290323,0.24193548387096775,1.0,3.0,1.1878001998460568,0.0,3,7,1,0.16393442622950818,2.360655737704918,0.7126099706744874,0.0,0.6885245901639343,0.6885245901639343,0.294675237912681,0,0.26229508196721313,0.41818181818181815,1,45.81818181818181,1.9642857142857142,0.0,0.0,1.0,4,4,4,0.0,4,2.1818181818181817,0.294675237912681,0.01639344262295082,0.01639344262295082,0.03278688524590164,0.0,0.5454545454545454,2,0.4426229508196721,5,0.24193548387096775,65,0.24193548387096775,1.3531746031746033,4,6,7,8,66.12903225806451,0,0,12,0.5925925925925927,0.9333333333333333,0.9333333333333333,0.09836065573770492,4.964285714285714,0.0,0.7049180327868853,0,0.3475908433748694,1
0.0,0.0,0.012987012987012988,0,0.45454545454545453,0.22077922077922077,1.0,0.41739130434782606,0.23376623376623376,0.42857142857142855,2.5,1.359301287158107,0.42857142857142855,5,32,14,0.36619718309859156,2.4507042253521125,0.47357859531772567,0.0,0.3765182186234818,0.5505041681225977,0.28124854311877145,0,0.22535211267605634,0.5161290322580645,1,29.076923076923077,1.576271186440678,0.2222222222222222,0.10555555555555556,0.6722222222222223,4,4,5,0.0,5,1.3846153846153846,0.22097253520639984,0.0,0.014084507042253521,0.2112676056338028,0.0,0.23076923076923078,2,0.36619718309859156,7,0.25,67,0.13333333333333333,3.955026455026455,4,2,7,25,61.85,0,0,43,0.6153846153846154,0.8888888888888888,0.75,0.11267605633802817,6.423728813559322,0.0,0.5915492957746479,0,0.25066750185354686,3
0.0,0.0,0.0,0,0.0,0.0,0.25,0.9957081545064378,0.15021459227467812,1.0,1.25,0.8624354700734276,0.0,2,7,1,0.12931034482758622,1.9482758620689655,0.2553648068669528,0.0,0.25,0.1875,0.0,0,0.25,0.5,1,59.5,3.9322033898305087,0.22103004291845493,0.15450643776824036,0.6244635193133047,2,4,2,0.0,2,1.5,0.0,0.0,0.0,0.12931034482758622,0.0,0.25,2,0.6163793103448276,5,0.15021459227467812,62,0.06866952789699571,7.831932773109243,2,0,7,27,62.18454935622318,0,0,44,0.40559440559440557,0.9714285714285714,1.0,0.0,7.593220338983051,0.0,0.8663793103448276,0,0.08171430371098615,0
0.0,0.010752688172043012,0.010752688172043012,0,0.21505376344086022,0.2903225806451613,0.5,0.43529411764705883,0.1935483870967742,0.5161290322580645,3.5,1.5157559458118959,0.4731182795698925,5,34,14,0.43859649122807015,3.1052631578947367,0.6851211072664359,0.0,0.5524296675191817,0.5649738357135229,0.39190047496888647,0,0.10526315789473684,0.48091603053435117,1,53.64705882352941,1.8450704225352113,0.18115942028985507,0.09420289855072464,0.7246376811594203,4,4,7,0.0,3,2.823529411764706,0.4394216183102716,0.07017543859649122,0.017543859649122806,0.2631578947368421,0.07017543859649122,0.35294117647058826,2,0.2982456140350877,11,0.213768115942029,64,0.10507246376811594,3.168859649122807,3,3,11,28,62.52536231884058,0,0,36,0.7058823529411765,0.8813559322033898,0.9310344827586207,0.08771929824561403,6.71830985915493,0.0,0.40350877192982454,0,0.50016938977671,4
0.0,0.0,0.0,0,0.6615384615384615,0.1076923076923077,1.0,0.3917525773195876,0.35384615384615387,0.7846153846153846,3.6666666666666665,1.5287966842530634,0.7846153846153846,7,19,9,0.4594594594594595,1.4594594594594594,0.7835051546391752,0.0,0.59375,0.8452620967741935,0.4832328136281438,0,0.2702702702702703,0.41509433962264153,1,40.0,2.0384615384615383,0.13861386138613863,0.0297029702970297,0.8316831683168316,4,4,5,0.0,7,2.0,0.4288581010466438,0.0,0.0,0.16216216216216217,0.0,0.16666666666666607,0,0.2972972972972973,0,0.32673267326732675,72,0.18316831683168316,2.425,3,4,11,28,63.36138613861386,0,0,36,0.9090909090909091,0.5303030303030303,0.6216216216216216,0.2972972972972973,5.115384615384615,0.0,0.5135135135135135,0,0.5471287903260714,4
0.0,0.01098901098901099,0.0,0,0.2087912087912088,0.08791208791208792,0.5,0.5396825396825397,0.12087912087912088,0.3516483516483517,1.5,1.198136206789556,0.02197802197802198,3,36,12,0.4681818181818182,2.4681818181818183,0.48571428571428393,0.0,0.3779005524861878,0.5208035222894881,0.40346582525005825,0,0.2636363636363636,0.5687203791469194,1,69.6,2.1979166666666665,0.14184397163120568,0.3262411347517731,0.5319148936170213,4,4,7,0.0,17,1.2,0.1424257528769557,0.06363636363636363,0.013636363636363636,0.2545454545454545,0.0,0.3,1,0.2636363636363636,7,0.23049645390070922,72,0.09574468085106383,3.620689655172414,5,1,12,35,66.4645390070922,0,0,44,0.8620689655172414,0.8769230769230769,0.8518518518518519,0.1318181818181818,6.895833333333333,0.0,0.4909090909090909,0,0.2531435020952764,4
