total_LRH_notes,total_LH_notes,total_RH_notes,total_LRH_raw_notes,total_LH_raw_notes,total_RH_raw_notes,music_key,total_LRH_sharp_keys_pressed,total_LH_sharp_keys_pressed,total_RH_sharp_keys_pressed,total_LRH_flat_keys_pressed,total_LH_flat_keys_pressed,total_RH_flat_keys_pressed,average_RLH_range,average_LH_range,average_RH_range,average_RLH_note_10_range,average_LH_note_10_range,average_RH_note_10_range,average_RLH_note_20_range,average_LH_note_20_range,average_RH_note_20_range,average_RLH_note_35_range,average_LH_note_35_range,average_RH_note_35_range,average_RLH_note_50_range,average_LH_note_50_range,average_RH_note_50_range,average_RLH_note_100_range,average_LH_note_100_range,average_RH_note_100_range,RLH_note_10_range,LH_note_10_range,RH_note_10_range,RLH_note_20_range,LH_note_20_range,RH_note_20_range,RLH_note_35_range,LH_note_35_range,RH_note_35_range,RLH_note_50_range,LH_note_50_range,RH_note_50_range,RLH_note_100_range,LH_note_100_range,RH_note_100_range,average_LRH_2chord_range,average_LH_2chord_range,average_RH_2chord_range,average_LRH_3chord_range,average_LH_3chord_range,average_RH_3chord_range,average_LRH_4chord_range,average_LH_4chord_range,average_RH_4chord_range,average_LRH_5chord_range,average_LH_5chord_range,average_RH_5chord_range,average_LRH_2chord_hand_range,average_LH_2chord_hand_range,average_RH_2chord_hand_range,average_LRH_3chord_hand_range,average_LH_3chord_hand_range,average_RH_3chord_hand_range,average_LRH_4chord_hand_range,average_LH_4chord_hand_range,average_RH_4chord_hand_range,average_LRH_5chord_hand_range,average_LH_5chord_hand_range,average_RH_5chord_hand_range,large_5jumps_LRH,large_5jumps_LH,large_5jumps_RH,large_8jumps_LRH,large_8jumps_LH,large_8jumps_RH,large_9jumps_LRH,large_9jumps_LH,large_9jumps_RH,large_10jumps_LRH,large_10jumps_LH,large_10jumps_RH,average_large_5jumps_LRH,average_large_5jumps_LH,average_large_5jumps_RH,average_large_8jumps_LRH,average_large_8jumps_LH,average_large_8jumps_RH,average_large_9jumps_LRH,average_large_9jumps_LH,average_large_9jumps_RH,average_large_10jumps_LRH,average_large_10jumps_LH,average_large_10jumps_RH,total_LRHwhole_notes,total_LRHhalf_notes,total_LRHquarter_notes,total_LRHeighth_notes,total_LRH16th_notes,total_LRH32nd_notes,total_LRH64th_notes,total_LHwhole_notes,total_LHhalf_notes,total_LHquarter_notes,total_LHeighth_notes,total_LH16th_notes,total_LH32nd_notes,total_LH64th_notes,total_RHwhole_notes,total_RHhalf_notes,total_RHquarter_notes,total_RHeighth_notes,total_RH16th_notes,total_RH32nd_notes,total_RH64th_notes,average_LRHwhole_notes,average_LRHhalf_ntoes,average_LRHquarter_notes,average_LRHeighth_notes,average_LRH16th_notes,average_LRH32nd_notes,average_LRH64th_notes,average_LHwhole_notes,average_LHhalf_ntoes,average_LHquarter_notes,average_LHeighth_notes,average_LH16th_notes,average_LH32nd_notes,average_LH64th_notes,average_RHwhole_notes,average_RHhalf_ntoes,average_RHquarter_notes,average_RHeighth_notes,average_RH16th_notes,average_RH32nd_notes,average_RH64th_notes,MostCommonNoteQuarterLength,MostCommonNoteQuarterLengthPrevalence,MostCommonSetClassSimultaneityPrevalence,TriadSimultaneityPrevalence,UniquePitchClassSetSimultaneities,UniqueSetClassSimultaneities,AverageNoteDurationFeature,AverageTimeBetweenAttacksFeature,AverageTimeBetweenAttacksForEachVoiceFeature,DirectionOfMotionFeature,ImportanceOfHighRegisterFeature,NoteDensityFeature,PitchVarietyFeature,RelativeStrengthOfTopPitchClassesFeature,RelativeStrengthOfTopPitchesFeature,Grade
169,55,114,126,52,74,1,0,0,0,1,1,0,6.470588235294118,3.327272727272727,2.4035087719298245,0,0,0,7.0,0,0,7.0,0,2.0,5.0,4.0,2.0,5.9333333333333345,4.199999999999999,3.9523809523809526,0,0,0,7,0,0,7,0,2,7,4,2,15,9,8,5.082191780821918,3.3333333333333335,2.7,3.888888888888889,0,0,0,0,0,0,0,0,6.219178082191781,3.3333333333333335,2.7,7.177777777777778,0,0,0,0,0,0,0,0,95,12,4,41,0,0,14,0,0,13,0,0,7.28421052631579,5.0,5.5,8.804878048780488,0,0,10.357142857142858,0,0,10.461538461538462,0,0,0,0,0,0,0,0,0,0,36,16,0,0,0,0,0,3,34,30,2,0,0,0.0,0.30952380952380953,0.3968253968253968,0.23809523809523808,0.015873015873015872,0.0,0.0,0.0,0.6923076923076923,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.04054054054054054,0.4594594594594595,0.40540540540540543,0.02702702702702703,0.0,0.0,1.0,0.46107784431137727,0.2457627118644068,0.1271186440677966,22,10,0.6898203592814364,0.49043478260869555,0.6846096096096096,0.5230769230769231,0.0,2.7833333333333337,15,0.8,0.9047619047619048,1
219,40,179,153,6,147,2,16,0,16,8,2,6,12.083798882681565,4.175,2.776536312849162,0,0,0,0,0,0,4.0,0,4.0,3.6666666666666665,2.0,3.6666666666666665,5.9120879120879115,2.3333333333333335,3.7636363636363637,0,0,0,0,0,0,4,0,4,5,2,5,14,3,8,5.571428571428571,4.294117647058823,4.875,4.059701492537314,0,0,4.955555555555555,0,0,0,0,0,8.571428571428571,4.294117647058823,4.875,12.328358208955224,0,0,12.866666666666667,0,0,0,0,0,178,18,20,158,2,2,150,0,0,136,0,0,12.151685393258427,6.111111111111111,6.3,12.854430379746836,8.0,8.0,13.113333333333333,0,0,13.536764705882353,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,1,6,14,96,28,0,0,0.006535947712418301,0.06535947712418301,0.10457516339869281,0.6274509803921569,0.1830065359477124,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.006802721088435374,0.04081632653061224,0.09523809523809523,0.6530612244897959,0.19047619047619047,0.0,0.0,0.5,0.547945205479452,0.35195530726256985,0.2849162011173184,38,16,0.645357686453577,0.38951310861423216,0.8357821953327571,0.5555555555555556,0.28421052631578947,3.0416666666666665,24,0.8870967741935484,0.7659574468085106,3
1876,773,1103,1339,238,1101,18,38,17,21,462,91,371,15.28313725490196,8.270375161707632,3.233000906618314,4.0,0,0,4.333333333333333,8.0,4.0,4.6,5.166666666666667,3.8333333333333335,5.190476190476191,5.3809523809523805,4.199999999999999,10.369696969696973,7.438746438746439,6.766381766381767,4,0,0,6,8,4,8,9,6,11,10,8,30,21,18,3.234782608695652,6.902222222222222,6.0,4.698300283286119,3.5396341463414633,3.5,3.8158508158508155,2.6666666666666665,0,3.5,0,0,10.547826086956523,6.902222222222222,6.0,18.526912181303118,6.378048780487805,6.0,13.447552447552448,15.0,0,20.0,0,0,1221,566,266,1169,389,83,1067,338,11,1009,299,5,15.877149877149877,10.484098939929329,6.620300751879699,16.29683490162532,12.42159383033419,8.240963855421686,17.089971883786315,13.088757396449704,9.818181818181818,17.555004955401387,13.622073578595318,10.8,0,0,0,0,0,0,0,0,6,150,70,0,0,0,0,10,251,781,8,0,0,0.0,0.01194921583271098,0.2994772218073189,0.6355489171023152,0.00597460791635549,0.0,0.0,0.0,0.025210084033613446,0.6302521008403361,0.29411764705882354,0.0,0.0,0.0,0.0,0.009082652134423252,0.22797456857402362,0.709355131698456,0.007266121707538601,0.0,0.0,1.0,0.55,0.20089619118745333,0.128454070201643,105,30,0.8573611111111111,0.6072,0.6279880478087649,0.5128358208955224,0.19659135949266746,2.3684210526315788,54,0.9451476793248945,0.9114583333333334,6
86,19,67,67,0,67,19,0,0,0,15,0,15,11.64179104477612,4.894736842105263,2.1492537313432836,0,0,0,0,0,0,5.0,0,5.0,3.6666666666666665,0,3.6666666666666665,4.333333333333333,0,4.333333333333333,0,0,0,0,0,0,5,0,5,5,0,5,9,0,9,0,0,0,0,3.0789473684210527,0,3.8131313131313136,0,0,0,0,0,0,0,0,0,5.157894736842105,0,11.924242424242424,0,0,0,0,0,65,9,3,63,4,0,57,0,0,53,0,0,11.984615384615385,6.777777777777778,5.0,12.142857142857142,8.0,0,12.578947368421053,0,0,12.849056603773585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,58,2,0,0,0,0.014925373134328358,0.05970149253731343,0.8656716417910447,0.029850746268656716,0.0,0.0,0.0,0,0,0,0,0,0,0,0.014925373134328358,0.05970149253731343,0.8656716417910447,0.029850746268656716,0.0,0.0,0.0,1.0,0.6744186046511628,0.6119402985074627,0.6119402985074627,19,8,0.6279069767441856,0.39037433155080214,1.1951871657754012,0.4868421052631579,0.1774193548387097,3.0458333333333334,19,0.8571428571428571,0.8571428571428571,3
270,131,139,205,66,139,16,147,62,85,0,0,0,10.523529411764706,5.419847328244275,2.028776978417266,0,0,0,4.0,0,0,10.333333333333334,0,4.0,9.166666666666666,5.0,3.0,7.675,3.4,3.836363636363636,0,0,0,4,0,0,15,0,4,15,5,4,19,6,8,1.7875,2.523076923076923,0,3.153409090909091,0,0,0,0,0,0,0,0,12.4375,2.523076923076923,0,8.920454545454545,0,0,0,0,0,0,0,0,168,117,3,145,11,0,111,9,0,106,9,0,10.636904761904763,5.854700854700854,5.333333333333333,11.4,9.636363636363637,0,12.441441441441441,10.0,0,12.60377358490566,10.0,0,0,0,0,0,0,0,0,0,1,65,0,0,0,0,2,15,54,12,25,0,0,0.00975609756097561,0.07804878048780488,0.5804878048780487,0.05853658536585366,0.12195121951219512,0.0,0.0,0.0,0.015151515151515152,0.9848484848484849,0.0,0.0,0.0,0.0,0.014388489208633094,0.1079136690647482,0.38848920863309355,0.08633093525179857,0.17985611510791366,0.0,0.0,1.0,0.6917293233082706,0.2647058823529412,0.1411764705882353,31,11,0.4545980335454027,0.35502958579881655,0.4704362801377727,0.5330188679245284,0.015105740181268883,4.366161616161616,23,0.7362637362637363,0.5862068965517241,3
118,49,69,81,12,69,2,7,4,3,0,0,0,10.782608695652174,5.551020408163265,2.1594202898550723,0,0,0,0,0,0,2.0,0,2.0,3.6666666666666665,7.0,3.6666666666666665,8.835164835164834,4.4,5.055555555555555,0,0,0,0,0,0,2,0,2,5,7,5,22,7,11,2.0,3.0,0,4.473684210526316,3.3333333333333335,0,4.0101010101010095,0,0,0,0,0,13.75,3.0,0,8.421052631578947,5.666666666666667,0,11.151515151515152,0,0,0,0,0,68,25,3,57,15,0,49,8,0,40,8,0,10.941176470588236,8.0,5.666666666666667,11.75438596491228,9.4,0,12.36734693877551,10.625,0,13.125,10.625,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,2,44,11,0,0,0,0.0,0.07407407407407407,0.5925925925925926,0.16049382716049382,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.028985507246376812,0.6376811594202898,0.15942028985507245,0.0,0.0,0.0,1.0,0.5338983050847458,0.4057971014492754,0.4057971014492754,20,11,0.7372881355932199,0.6176470588235293,0.6681985294117647,0.46938775510204084,0.09090909090909091,2.6222222222222227,21,0.7608695652173914,0.9565217391304348,2
383,159,224,220,159,61,21,30,23,7,16,11,5,11.241992882562277,4.132075471698113,6.410714285714286,0,0,0,4.0,4.0,0,8.5,4.0,4.0,10.619047619047619,6.5,3.6666666666666665,8.462184873949582,6.913333333333334,4.142857142857142,0,0,0,4,4,0,15,4,4,22,11,5,24,19,10,2.3055555555555554,0,6.295081967213115,4.344086021505376,0,3.3545454545454545,3.284552845528455,0,3.1086956521739135,3.25,0,2.75,10.666666666666666,0,6.295081967213115,9.35483870967742,0,5.709090909090909,7.853658536585366,0,7.326086956521739,15.578947368421053,0,8.0,265,52,183,223,13,69,210,10,41,198,7,15,11.758490566037736,7.0,7.191256830601093,12.860986547085203,9.461538461538462,9.014492753623188,13.161904761904761,9.9,9.707317073170731,13.414141414141413,10.285714285714286,10.933333333333334,0,0,0,0,0,0,0,0,31,128,0,0,0,0,0,0,61,0,0,0,0,0.0,0.1409090909090909,0.8590909090909091,0.0,0.0,0.0,0.0,0.0,0.1949685534591195,0.8050314465408805,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8981723237597912,0.24199288256227758,0.2099644128113879,68,20,0.5509138381201044,0.5089605734767025,0.7666316625986264,0.5257142857142857,0.07040229885057471,2.687719298245614,44,0.8344370860927153,0.6265060240963856,5
352,137,215,249,102,147,1,0,0,0,0,0,0,8.377622377622378,6.189781021897811,4.246511627906977,0,0,0,4.0,0,5.0,4.0,5.0,3.6666666666666665,7.0,5.666666666666667,4.833333333333333,10.367588932806324,6.1969696969696955,7.457142857142857,0,0,0,4,0,5,4,5,5,12,8,8,27,15,19,4.34375,5.909090909090909,4.509433962264151,3.784313725490196,3.5,3.4285714285714284,4.420289855072464,0,3.3333333333333335,3.7916666666666665,0,0,8.0625,5.909090909090909,4.509433962264151,10.588235294117647,6.0,5.857142857142857,14.565217391304348,0,8.0,16.166666666666668,0,0,219,87,93,145,54,28,115,26,10,104,23,7,10.127853881278538,8.471264367816092,6.763440860215054,12.510344827586207,10.185185185185185,8.821428571428571,13.68695652173913,12.538461538461538,10.3,14.182692307692308,13.0,10.857142857142858,0,0,0,0,0,0,0,6,10,45,25,7,0,0,0,30,34,66,4,0,0,0.024096385542168676,0.1606425702811245,0.3172690763052209,0.3654618473895582,0.04417670682730924,0.0,0.0,0.058823529411764705,0.09803921568627451,0.4411764705882353,0.24509803921568626,0.06862745098039216,0.0,0.0,0.0,0.20408163265306123,0.23129251700680273,0.4489795918367347,0.027210884353741496,0.0,0.0,1.0,0.3391304347826087,0.3957597173144876,0.13427561837455831,30,13,0.5673913043478261,0.43772893772893773,0.7083663401987613,0.5313653136531366,0.12258064516129032,2.875,25,0.9767441860465116,0.8793103448275862,5
1242,776,466,837,662,175,20,0,0,0,549,436,113,11.72676371780515,4.797680412371134,5.079399141630901,0,0,0,4.0,4.0,0,3.6666666666666665,3.6666666666666665,4.0,5.8,5.0,4.0,9.03030303030303,6.406593406593408,3.464285714285714,0,0,0,4,4,0,5,5,4,11,8,4,23,16,7,3.735955056179775,8.0,3.1911764705882355,4.043062200956938,4.5,4.5,5.035680751173707,0,0,4.484375,0,0,10.735955056179776,8.0,3.1911764705882355,11.033492822966506,8.0,8.0,14.12112676056338,0,0,18.5,0,0,817,379,238,736,128,190,634,30,28,593,19,17,12.561811505507956,6.33509234828496,7.831932773109243,13.346467391304348,8.5703125,8.378947368421052,14.206624605678233,10.433333333333334,10.571428571428571,14.566610455311974,11.263157894736842,11.588235294117647,0,0,0,0,0,0,0,0,1,13,635,0,0,0,0,3,70,85,0,0,0,0.0,0.0047789725209080045,0.0991636798088411,0.8602150537634409,0.0,0.0,0.0,0.0,0.0015105740181268882,0.019637462235649546,0.959214501510574,0.0,0.0,0.0,0.0,0.017142857142857144,0.4,0.4857142857142857,0.0,0.0,0.0,0.5,0.7719442165709598,0.5185185185185185,0.05387205387205387,43,14,0.3638228055783429,0.27705749718151074,0.4365461246533353,0.5212121212121212,0.09682625067240452,4.955284552845528,26,0.7186440677966102,0.6559139784946236,5
33,8,25,25,0,25,16,0,0,0,2,0,2,6.148148148148148,2.5,2.6,0,0,0,0,0,0,0,0,0,4.0,0,4.0,4.0,0,4.0,0,0,0,0,0,0,0,0,0,4,0,4,8,0,8,3.0,2.875,0,3.9047619047619047,0,0,0,0,0,0,0,0,3.0,2.875,0,7.238095238095238,0,0,0,0,0,0,0,0,21,1,3,8,0,1,6,0,0,4,0,0,7.428571428571429,5.0,6.333333333333333,9.625,0,8.0,10.166666666666666,0,0,10.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,8,0,0,0,0.0,0.04,0.6,0.32,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.04,0.6,0.32,0.0,0.0,0.0,1.0,0.45454545454545453,0.3333333333333333,0.3333333333333333,12,6,0.5454545454545454,0.390625,1.0524553571428572,0.36,0.0,2.933333333333333,12,1.0,0.5555555555555556,0
102,16,86,87,2,85,1,2,0,2,0,0,0,7.046511627906977,5.9375,3.255813953488372,0,0,0,0,0,0,0,0,0,4.0,0,4.0,8.352380952380951,4.0,5.153846153846154,0,0,0,0,0,0,0,0,0,4,0,4,25,4,12,1.0,4.0,6.0,4.125,3.090909090909091,0,4.212121212121212,2.6666666666666665,0,3.875,0,0,18.5,4.0,6.0,12.5,5.181818181818182,0,10.636363636363637,6.0,0,12.5,0,0,42,12,13,41,3,2,38,3,1,31,3,1,11.333333333333334,6.916666666666667,5.846153846153846,11.439024390243903,12.333333333333334,10.5,11.710526315789474,12.333333333333334,13.0,12.32258064516129,12.333333333333334,13.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,84,0,0,0.0,0.0,0.0,0.034482758620689655,0.9655172413793104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.9882352941176471,0.0,0.0,0.25,0.8235294117647058,0.6511627906976745,0.12790697674418605,18,10,0.1764705882352943,0.1588235294117647,0.45441176470588235,0.45652173913043476,0.5076923076923077,7.391304347826087,22,0.5,0.40625,2
741,438,303,621,429,192,18,33,21,12,47,43,4,12.51380042462845,3.7420091324200913,3.3696369636963697,0,0,0,6.0,6.0,2.0,6.2,8.333333333333334,2.3333333333333335,7.821428571428571,6.2,5.0,12.937959183673467,8.716129032258063,7.326666666666665,0,0,0,6,6,2,12,12,3,18,12,10,36,24,21,2.7470355731225298,7.0,4.36697247706422,3.6366459627329193,0,3.5,5.466666666666667,0,0,3.25,0,0,11.849802371541502,7.0,4.36697247706422,15.186335403726709,0,6.0,19.4,0,0,22.0,0,0,440,176,69,410,29,12,352,25,8,348,21,3,13.288636363636364,6.278409090909091,6.434782608695652,13.841463414634147,10.724137931034482,9.5,14.803977272727273,11.16,10.25,14.870689655172415,11.571428571428571,12.333333333333334,0,0,0,0,0,0,0,0,0,68,360,0,0,0,3,2,24,139,0,0,0,0.004830917874396135,0.00322061191626409,0.14814814814814814,0.8035426731078905,0.0,0.0,0.0,0.0,0.0,0.1585081585081585,0.8391608391608392,0.0,0.0,0.0,0.015625,0.010416666666666666,0.125,0.7239583333333334,0.0,0.0,0.0,0.5,0.6310077519379845,0.39651416122004357,0.08278867102396514,63,13,0.46341085271318194,0.351487414187643,0.4554829697193804,0.5770750988142292,0.41136671177266576,4.071969696969697,52,0.7806451612903226,0.5697674418604651,5
169,75,94,78,41,37,30,1,0,1,0,0,0,19.192307692307693,4.506666666666667,3.7127659574468086,0,0,0,0,0,0,20.0,0,0,20.0,0,3.0,10.50980392156863,6.0,4.666666666666667,0,0,0,0,0,0,20,0,0,20,0,3,26,13,10,1.7272727272727273,7.6923076923076925,3.707317073170732,3.0757575757575757,3.9375,3.48,3.6875000000000004,0,0,4.125,0,0,18.90909090909091,7.6923076923076925,3.707317073170732,18.363636363636363,6.875,5.96,20.53125,0,0,23.5,0,0,101,36,30,100,8,5,100,3,2,99,3,2,19.742574257425744,6.611111111111111,6.3,19.88,9.125,8.8,19.88,11.0,10.0,19.98989898989899,11.0,10.0,0,0,0,0,0,0,0,0,0,36,2,2,0,0,0,3,6,2,26,0,0,0.0,0.038461538461538464,0.5384615384615384,0.05128205128205128,0.358974358974359,0.0,0.0,0.0,0.0,0.8780487804878049,0.04878048780487805,0.04878048780487805,0.0,0.0,0.0,0.08108108108108109,0.16216216216216217,0.05405405405405406,0.7027027027027027,0.0,0.0,1.0,0.5697674418604651,0.25,0.2692307692307692,35,23,1.034302325581395,0.8235294117647058,0.6880993897122929,0.4380165289256198,0.056856187290969896,1.9907407407407407,30,0.5794392523364486,0.58,2
1389,625,764,894,130,764,2,130,23,107,55,5,50,17.08817427385892,9.1248,2.904450261780105,4.0,0,0,3.0,8.0,4.0,4.333333333333333,5.666666666666667,4.333333333333333,4.142857142857142,5.733333333333333,4.466666666666667,11.85369532428356,7.066666666666667,7.931818181818182,4,0,0,4,8,4,7,8,7,8,11,8,36,20,22,2.763888888888889,7.279411764705882,0,4.638383838383838,3.2388059701492535,0,3.5400593471810096,2.354166666666667,0,2.8981481481481484,0,0,12.541666666666666,7.385294117647059,0,20.292929292929294,6.208955223880597,0,14.252225519287833,15.5625,0,22.22222222222222,0,0,936,487,128,925,361,22,905,307,7,889,262,5,17.54059829059829,10.969199178644764,6.2890625,17.66918918918919,12.637119113573407,8.636363636363637,17.882872928176795,13.452768729641694,10.0,18.042744656917886,14.217557251908397,10.4,0,0,0,0,0,0,0,0,10,71,32,4,0,0,0,17,305,393,0,0,0,0.0,0.030201342281879196,0.42058165548098436,0.4753914988814318,0.0044742729306487695,0.0,0.0,0.0,0.07692307692307693,0.5461538461538461,0.24615384615384617,0.03076923076923077,0.0,0.0,0.0,0.02225130890052356,0.3992146596858639,0.5143979057591623,0.0,0.0,0.0,1.0,0.5823321554770318,0.19585492227979276,0.19896373056994818,119,24,0.3819081272084734,0.272216441207076,0.43252310852447795,0.44760213143872113,0.21731037691949745,5.384322678843226,61,0.9622641509433962,0.8905109489051095,7
510,259,251,327,76,251,1,22,5,17,18,4,14,6.2664092664092665,3.667953667953668,2.1792828685258963,0,0,0,2.0,0,2.0,3.0,2.0,3.0,3.4,2.666666666666667,3.666666666666666,6.019607843137255,5.475,4.6923076923076925,0,0,0,2,0,2,4,2,4,6,4,6,15,13,11,3.8372093023255816,4.004739336492891,0,3.8833333333333333,2.5,0,3.0,0,0,0,0,0,3.8372093023255816,4.004739336492891,0,6.766666666666667,4.0,0,7.0,0,0,0,0,0,205,81,2,72,0,0,50,0,0,4,0,0,6.975609756097561,5.382716049382716,5.0,8.777777777777779,0,0,9.12,0,0,10.5,0,0,0,0,0,0,0,0,0,5,0,24,19,8,0,0,7,0,116,56,10,0,0,0.03669724770642202,0.0,0.42813455657492355,0.22935779816513763,0.05504587155963303,0.0,0.0,0.06578947368421052,0.0,0.3157894736842105,0.25,0.10526315789473684,0.0,0.0,0.027888446215139442,0.0,0.46215139442231074,0.22310756972111553,0.0398406374501992,0.0,0.0,1.0,0.47718631178707227,0.47876447876447875,0.5405405405405406,58,13,0.5142585551330798,0.5193798449612403,0.5276899224806202,0.4860335195530726,0.037241379310344824,3.8676470588235294,22,0.8925619834710744,0.9560439560439561,1
249,72,177,160,2,158,1,0,0,0,0,0,0,14.027322404371585,5.069444444444445,2.4858757062146895,0,0,0,0,0,0,2.0,0,2.0,2.3333333333333335,0,2.3333333333333335,6.743589743589744,2.0,6.151515151515152,0,0,0,0,0,0,2,0,2,3,0,3,16,2,15,2.3333333333333335,4.285714285714286,4.157894736842105,3.8333333333333335,3.1825396825396823,4.0,3.0176600441501096,0,0,3.8392857142857144,0,0,5.333333333333333,4.285714285714286,4.157894736842105,6.666666666666667,5.365079365079365,7.0,15.264900662251655,0,0,12.357142857142858,0,0,178,48,17,168,7,4,159,1,1,157,1,1,14.370786516853933,6.0,6.294117647058823,14.875,8.285714285714286,8.5,15.264150943396226,10.0,10.0,15.343949044585987,10.0,10.0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,22,48,32,0,0,0.0,0.05,0.15,0.3,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05063291139240506,0.13924050632911392,0.3037974683544304,0.20253164556962025,0.0,0.0,1.0,0.26104417670682734,0.6519337016574586,0.6629834254143646,27,13,0.6345381526104413,0.4621212121212121,0.6632939398845178,0.5174418604651163,0.1761786600496278,3.012096774193549,24,0.9354838709677419,0.782608695652174,3
1496,605,891,465,158,307,18,0,0,0,166,72,94,18.21484375,9.634710743801653,5.689113355780022,17.0,0,0,13.0,0,3.0,9.4,4.0,3.6666666666666665,10.904761904761903,5.0,3.6,9.860215053763442,5.838095238095237,6.508771929824562,17,0,0,19,0,3,20,4,5,23,7,6,26,15,19,3.396039603960396,7.56734693877551,7.1730337078651685,4.779116465863454,3.6605263157894736,3.877952755905512,4.976837865055398,2.9166666666666665,3.333333333333334,4.5465779467680605,0,0,13.623762376237623,7.56734693877551,7.1730337078651685,20.072289156626507,6.321052631578947,6.755905511811024,18.561933534743204,6.75,8.0,17.577946768060837,0,0,1019,539,616,1004,426,214,985,378,93,974,315,23,18.29244357212954,10.482374768089054,6.9772727272727275,18.465139442231077,11.549295774647888,8.69626168224299,18.667005076142132,12.0,9.602150537634408,18.77618069815195,12.6,11.434782608695652,0,0,0,0,0,0,0,0,0,1,144,12,0,0,0,0,1,10,295,0,0,0.0,0.0,0.004301075268817204,0.3311827956989247,0.6602150537634408,0.0,0.0,0.0,0.0,0.006329113924050633,0.9113924050632911,0.0759493670886076,0.0,0.0,0.0,0.0,0.003257328990228013,0.03257328990228013,0.9609120521172638,0.0,0.0,0.5,0.5726495726495726,0.1798631476050831,0.18670576735092864,92,32,0.356570512820513,0.2477919528949951,0.2842600125156446,0.4849624060150376,0.3170189098998888,5.542105263157895,57,0.8081180811808119,0.8626373626373627,6
400,149,251,369,149,220,2,19,1,18,0,0,0,10.245059288537549,3.5704697986577183,3.860557768924303,0,0,0,4.0,0,3.0,9.5,4.0,3.0,8.6,4.0,3.6666666666666665,9.728260869565217,5.9743589743589745,4.848484848484849,0,0,0,4,0,3,15,4,3,15,4,6,25,15,11,1.6824324324324325,0,4.222222222222222,3.9166666666666665,0,3.0714285714285716,3.051282051282051,0,2.791666666666667,2.375,0,0,12.56081081081081,0,4.222222222222222,9.583333333333334,0,5.142857142857143,13.23076923076923,0,6.375,19.0,0,0,199,31,80,181,13,0,155,2,0,149,2,0,12.130653266331658,6.741935483870968,5.95,12.756906077348066,8.384615384615385,0,13.55483870967742,10.5,0,13.738255033557047,10.5,0,0,0,0,0,0,0,0,0,17,131,0,0,0,0,0,0,211,9,0,0,0,0.0,0.04607046070460705,0.926829268292683,0.024390243902439025,0.0,0.0,0.0,0.0,0.11409395973154363,0.8791946308724832,0.0,0.0,0.0,0.0,0.0,0.0,0.9590909090909091,0.04090909090909091,0.0,0.0,0.0,1.0,0.9298245614035088,0.37401574803149606,0.047244094488188976,39,15,0.6263157894736805,0.5928571428571429,0.7169936502767829,0.5868945868945868,0.0,2.66,25,0.9693877551020408,0.9591836734693877,3
357,46,311,357,46,311,17,2,0,2,17,4,13,2.957055214723926,1.2826086956521738,1.9035369774919615,0,0,0,8.0,0,8.0,6.333333333333334,0,7.0,8.8,0,6.4,8.8,3.1666666666666665,6.588235294117647,0,0,0,8,0,8,10,0,10,18,0,11,23,5,17,5.531914893617022,0,0,0,0,0,0,0,0,0,0,0,8.617021276595745,0,0,0,0,0,0,0,0,0,0,0,62,0,12,47,0,3,29,0,1,19,0,0,8.35483870967742,0,6.083333333333333,9.191489361702128,0,8.333333333333334,9.931034482758621,0,9.0,10.421052631578947,0,0,0,0,0,0,0,0,0,0,0,18,27,0,0,0,0,0,80,202,0,0,0,0.0,0.0,0.27450980392156865,0.6414565826330533,0.0,0.0,0.0,0.0,0.0,0.391304347826087,0.5869565217391305,0.0,0.0,0.0,0.0,0.0,0.2572347266881029,0.6495176848874598,0.0,0.0,0.0,0.5,0.47962382445141066,0.9044368600682594,0.0,17,6,0.2435736677115983,0.26288659793814434,1.0378472222222221,0.5677083333333334,0.3949843260188088,4.1214470284237725,21,0.6,0.6530612244897959,1
